S No,pH,Temperature,Moisture,Time_log,Gadget Id,Location
96,7,27.5,51.1,18-01-2022 10:34,NITSL001,Farm 1
97,7,27.5,51.1,18-01-2022 10:34,NITSL001,Farm 1
98,7,27.5,51.1,18-01-2022 10:34,NITSL001,Farm 1
99,7,27.5,51.1,18-01-2022 10:35,NITSL001,Farm 1
100,7,27.5,51,18-01-2022 10:35,NITSL001,Farm 1
101,7,27.5,51.1,18-01-2022 10:35,NITSL001,Farm 1
102,7,27.5,50.9,18-01-2022 10:35,NITSL001,Farm 1
103,7,27.5,51.1,18-01-2022 10:35,NITSL001,Farm 1
104,7,27.5,51.1,18-01-2022 10:35,NITSL001,Farm 1
105,7,27.5,51,18-01-2022 10:35,NITSL001,Farm 1
106,7,27.5,51.4,18-01-2022 10:35,NITSL001,Farm 1
107,7,27.5,50.2,18-01-2022 10:35,NITSL001,Farm 1
108,7,27.5,47.9,18-01-2022 10:35,NITSL001,Farm 1
109,7,27.5,47.6,18-01-2022 10:35,NITSL001,Farm 1
110,7,27.5,47.6,18-01-2022 10:35,NITSL001,Farm 1
111,7,27.5,47.5,18-01-2022 10:36,NITSL001,Farm 1
112,7,27.5,47.5,18-01-2022 10:36,NITSL001,Farm 1
113,7,27.5,47.2,18-01-2022 10:36,NITSL001,Farm 1
114,7,27.5,47.7,18-01-2022 10:36,NITSL001,Farm 1
115,7,27.5,47.3,18-01-2022 10:36,NITSL001,Farm 1
116,7,27.5,47.5,18-01-2022 10:36,NITSL001,Farm 1
117,7,27.5,47.4,18-01-2022 10:36,NITSL001,Farm 1
118,7,27.5,47.3,18-01-2022 10:36,NITSL001,Farm 1
119,7,27.5,47.3,18-01-2022 10:36,NITSL001,Farm 1
120,7,27.5,47.5,18-01-2022 10:36,NITSL001,Farm 1
121,7,27.5,47.4,18-01-2022 10:36,NITSL001,Farm 1
122,7,27.5,47.6,18-01-2022 10:37,NITSL001,Farm 1
123,7,27.5,47.5,18-01-2022 10:37,NITSL001,Farm 1
124,7,27.5,47.5,18-01-2022 10:37,NITSL001,Farm 1
125,7,27.5,47.4,18-01-2022 10:37,NITSL001,Farm 1
126,7,27.5,47.3,18-01-2022 10:37,NITSL001,Farm 1
127,7,27.5,47.5,18-01-2022 10:37,NITSL001,Farm 1
128,7,27.5,47.4,18-01-2022 10:37,NITSL001,Farm 1
129,7,27.5,47.5,18-01-2022 10:37,NITSL001,Farm 1
130,7,27.5,47.3,18-01-2022 10:37,NITSL001,Farm 1
131,7,27.5,47.5,18-01-2022 10:37,NITSL001,Farm 1
132,7,27.5,47.2,18-01-2022 10:37,NITSL001,Farm 1
133,7,27.5,47.5,18-01-2022 10:37,NITSL001,Farm 1
134,7,27.5,47.5,18-01-2022 10:38,NITSL001,Farm 1
135,7,27.5,47.3,18-01-2022 10:38,NITSL001,Farm 1
136,7,27.5,47.2,18-01-2022 10:38,NITSL001,Farm 1
137,7,27.5,47.2,18-01-2022 10:38,NITSL001,Farm 1
138,7,27.5,47.3,18-01-2022 10:38,NITSL001,Farm 1
139,7,27.5,47.3,18-01-2022 10:38,NITSL001,Farm 1
140,7,27.5,47.3,18-01-2022 10:38,NITSL001,Farm 1
141,7,27.5,47.5,18-01-2022 10:38,NITSL001,Farm 1
142,7,27.5,47.2,18-01-2022 10:38,NITSL001,Farm 1
143,7,27.5,47.2,18-01-2022 10:38,NITSL001,Farm 1
144,7,27.5,47.2,18-01-2022 10:38,NITSL001,Farm 1
145,7,27.5,47.3,18-01-2022 10:38,NITSL001,Farm 1
146,7,27.5,47.2,18-01-2022 10:39,NITSL001,Farm 1
147,7,27.5,47.2,18-01-2022 10:39,NITSL001,Farm 1
148,7,27.5,47.3,18-01-2022 10:39,NITSL001,Farm 1
149,7,27.5,47.2,18-01-2022 10:39,NITSL001,Farm 1
150,7,27.5,47.2,18-01-2022 10:39,NITSL001,Farm 1
151,7,27.5,47.4,18-01-2022 10:39,NITSL001,Farm 1
152,7,27.5,47.4,18-01-2022 10:39,NITSL001,Farm 1
153,7,27.5,47.3,18-01-2022 10:39,NITSL001,Farm 1
154,7,27.5,47.3,18-01-2022 10:39,NITSL001,Farm 1
155,7,27.5,47.2,18-01-2022 10:39,NITSL001,Farm 1
156,7,27.5,47.2,18-01-2022 10:39,NITSL001,Farm 1
157,7,27.5,47.5,18-01-2022 10:40,NITSL001,Farm 1
158,7,27.5,47.4,18-01-2022 10:40,NITSL001,Farm 1
159,7,27.5,47.3,18-01-2022 10:40,NITSL001,Farm 1
160,7,27.5,47.2,18-01-2022 10:40,NITSL001,Farm 1
161,7,27.5,47.2,18-01-2022 10:40,NITSL001,Farm 1
162,7,27.5,47.2,18-01-2022 10:40,NITSL001,Farm 1
163,7,27.5,47.5,18-01-2022 10:40,NITSL001,Farm 1
164,7,27.5,47.2,18-01-2022 10:40,NITSL001,Farm 1
165,7,27.5,47.3,18-01-2022 10:40,NITSL001,Farm 1
166,7,27.5,47.2,18-01-2022 10:40,NITSL001,Farm 1
167,7,27.5,47.5,18-01-2022 10:40,NITSL001,Farm 1
168,7,27.5,47.3,18-01-2022 10:40,NITSL001,Farm 1
169,7,27.5,47.2,18-01-2022 10:41,NITSL001,Farm 1
170,7,27.5,47.2,18-01-2022 10:41,NITSL001,Farm 1
171,7,27.5,47.2,18-01-2022 10:41,NITSL001,Farm 1
172,7,27.5,47.5,18-01-2022 10:41,NITSL001,Farm 1
173,7,27.5,47.2,18-01-2022 10:41,NITSL001,Farm 1
174,7,27.5,47.4,18-01-2022 10:41,NITSL001,Farm 1
175,7,27.5,47.2,18-01-2022 10:41,NITSL001,Farm 1
176,7,27.5,47.2,18-01-2022 10:41,NITSL001,Farm 1
177,7,27.5,47.2,18-01-2022 10:41,NITSL001,Farm 1
178,7,27.5,47.1,18-01-2022 10:41,NITSL001,Farm 1
179,7,27.5,47.4,18-01-2022 10:41,NITSL001,Farm 1
180,7,27.5,47.4,18-01-2022 10:42,NITSL001,Farm 1
181,7,27.5,47.4,18-01-2022 10:42,NITSL001,Farm 1
182,7,27.5,47.4,18-01-2022 10:42,NITSL001,Farm 1
183,7,27.5,47.2,18-01-2022 10:42,NITSL001,Farm 1
184,7,27.5,47.4,18-01-2022 10:42,NITSL001,Farm 1
185,7,27.5,47.4,18-01-2022 10:42,NITSL001,Farm 1
186,7,27.5,47.3,18-01-2022 10:42,NITSL001,Farm 1
187,7,27.5,47.4,18-01-2022 10:42,NITSL001,Farm 1
188,7,27.5,47.5,18-01-2022 10:42,NITSL001,Farm 1
189,7,27.5,47.2,18-01-2022 10:42,NITSL001,Farm 1
190,7,27.5,47.2,18-01-2022 10:42,NITSL001,Farm 1
191,7,27.5,47.4,18-01-2022 10:42,NITSL001,Farm 1
192,7,27.5,47.4,18-01-2022 10:43,NITSL001,Farm 1
193,7,27.5,47.3,18-01-2022 10:43,NITSL001,Farm 1
194,7,27.5,47.3,18-01-2022 10:43,NITSL001,Farm 1
195,7,27.5,47.2,18-01-2022 10:43,NITSL001,Farm 1
196,7,27.5,47.3,18-01-2022 10:43,NITSL001,Farm 1
197,7,27.5,47.2,18-01-2022 10:43,NITSL001,Farm 1
198,7,27.5,47.3,18-01-2022 10:43,NITSL001,Farm 1
199,7,27.5,47.4,18-01-2022 10:43,NITSL001,Farm 1
200,7,27.5,47.2,18-01-2022 10:43,NITSL001,Farm 1
201,7,27.5,47.2,18-01-2022 10:43,NITSL001,Farm 1
202,7,27.5,47.2,18-01-2022 10:43,NITSL001,Farm 1
203,7,27.5,47.4,18-01-2022 10:44,NITSL001,Farm 1
204,7,27.5,47.2,18-01-2022 10:44,NITSL001,Farm 1
205,7,27.5,47.2,18-01-2022 10:44,NITSL001,Farm 1
206,7,27.5,47.4,18-01-2022 10:44,NITSL001,Farm 1
207,7,27.5,47.4,18-01-2022 10:44,NITSL001,Farm 1
208,7,27.5,47.4,18-01-2022 10:44,NITSL001,Farm 1
209,7,27.5,47.3,18-01-2022 10:44,NITSL001,Farm 1
210,7,27.5,47.3,18-01-2022 10:44,NITSL001,Farm 1
211,7,27.5,47.3,18-01-2022 10:44,NITSL001,Farm 1
212,7,27.5,47.2,18-01-2022 10:44,NITSL001,Farm 1
213,7,27.5,47.1,18-01-2022 10:44,NITSL001,Farm 1
214,7,27.5,47.2,18-01-2022 10:44,NITSL001,Farm 1
215,7,27.5,47.3,18-01-2022 10:45,NITSL001,Farm 1
216,7,27.5,47.3,18-01-2022 10:45,NITSL001,Farm 1
217,7,27.5,47,18-01-2022 10:45,NITSL001,Farm 1
218,7,27.5,47.3,18-01-2022 10:45,NITSL001,Farm 1
219,7,27.5,47.3,18-01-2022 10:45,NITSL001,Farm 1
220,7,27.5,47.1,18-01-2022 10:45,NITSL001,Farm 1
221,7,27.5,47.2,18-01-2022 10:45,NITSL001,Farm 1
222,7,27.5,47.2,18-01-2022 10:45,NITSL001,Farm 1
223,7,27.5,46.9,18-01-2022 10:45,NITSL001,Farm 1
224,7,27.5,47.2,18-01-2022 10:45,NITSL001,Farm 1
225,7,27.5,46.9,18-01-2022 10:45,NITSL001,Farm 1
226,7,27.5,47.1,18-01-2022 10:46,NITSL001,Farm 1
227,7,27.5,47.2,18-01-2022 10:46,NITSL001,Farm 1
228,7,27.5,46.6,18-01-2022 10:46,NITSL001,Farm 1
229,7,27.5,46.6,18-01-2022 10:46,NITSL001,Farm 1
230,7,27.5,47,18-01-2022 10:46,NITSL001,Farm 1
231,7,27.5,47.1,18-01-2022 10:46,NITSL001,Farm 1
232,7,27.5,47.1,18-01-2022 10:46,NITSL001,Farm 1
233,7,27.5,47,18-01-2022 10:46,NITSL001,Farm 1
234,7,27.5,47,18-01-2022 10:46,NITSL001,Farm 1
235,7,27.5,46.8,18-01-2022 10:46,NITSL001,Farm 1
236,7,27.5,46.9,18-01-2022 10:46,NITSL001,Farm 1
237,7,27.5,46.9,18-01-2022 10:46,NITSL001,Farm 1
238,7,27.5,46.9,18-01-2022 10:47,NITSL001,Farm 1
239,7,27.5,46.9,18-01-2022 10:47,NITSL001,Farm 1
240,7,27.5,46.9,18-01-2022 10:47,NITSL001,Farm 1
241,7,27.5,47,18-01-2022 10:47,NITSL001,Farm 1
242,7,27.5,47,18-01-2022 10:47,NITSL001,Farm 1
243,7,27.5,46.9,18-01-2022 10:47,NITSL001,Farm 1
244,7,27.5,47,18-01-2022 10:47,NITSL001,Farm 1
245,7,27.5,47,18-01-2022 10:47,NITSL001,Farm 1
246,7,27.5,46.9,18-01-2022 10:47,NITSL001,Farm 1
247,7,27.5,46.7,18-01-2022 10:47,NITSL001,Farm 1
248,7,27.5,47,18-01-2022 10:47,NITSL001,Farm 1
249,7,27.5,47.1,18-01-2022 10:48,NITSL001,Farm 1
250,7,27.5,47,18-01-2022 10:48,NITSL001,Farm 1
251,7,27.5,47,18-01-2022 10:48,NITSL001,Farm 1
252,7,27.5,47,18-01-2022 10:48,NITSL001,Farm 1
253,7,27.5,46.9,18-01-2022 10:48,NITSL001,Farm 1
254,7,27.5,47,18-01-2022 10:48,NITSL001,Farm 1
255,7,27.5,47.2,18-01-2022 10:48,NITSL001,Farm 1
256,7,27.5,47.1,18-01-2022 10:48,NITSL001,Farm 1
257,7,27.5,47,18-01-2022 10:48,NITSL001,Farm 1
258,7,27.5,47.2,18-01-2022 10:48,NITSL001,Farm 1
259,7,27.5,47.2,18-01-2022 10:48,NITSL001,Farm 1
260,7,27.5,47,18-01-2022 10:48,NITSL001,Farm 1
261,7,27.5,47,18-01-2022 10:49,NITSL001,Farm 1
262,7,27.5,47.1,18-01-2022 10:49,NITSL001,Farm 1
263,7,27.5,47.2,18-01-2022 10:49,NITSL001,Farm 1
264,7,27.5,47.2,18-01-2022 10:49,NITSL001,Farm 1
265,7,27.5,47,18-01-2022 10:49,NITSL001,Farm 1
266,7,27.5,47.2,18-01-2022 10:49,NITSL001,Farm 1
267,7,27.5,47.1,18-01-2022 10:49,NITSL001,Farm 1
268,7,27.5,46.9,18-01-2022 10:49,NITSL001,Farm 1
269,7,27.5,47.3,18-01-2022 10:49,NITSL001,Farm 1
270,7,27.5,46.9,18-01-2022 10:49,NITSL001,Farm 1
271,7,27.5,47,18-01-2022 10:49,NITSL001,Farm 1
272,7,27.5,47.2,18-01-2022 10:50,NITSL001,Farm 1
273,7,27.5,47,18-01-2022 10:50,NITSL001,Farm 1
274,7,27.5,46.9,18-01-2022 10:50,NITSL001,Farm 1
275,7,27.5,47.1,18-01-2022 10:50,NITSL001,Farm 1
276,7,27.5,47.2,18-01-2022 10:50,NITSL001,Farm 1
277,7,27.5,47.1,18-01-2022 10:50,NITSL001,Farm 1
278,7,27.5,47.1,18-01-2022 10:50,NITSL001,Farm 1
279,7,27.5,47.2,18-01-2022 10:50,NITSL001,Farm 1
280,7,27.5,47.1,18-01-2022 10:50,NITSL001,Farm 1
281,7,27.5,47.1,18-01-2022 10:50,NITSL001,Farm 1
282,7,27.5,47.2,18-01-2022 10:50,NITSL001,Farm 1
283,7,27.5,47,18-01-2022 10:50,NITSL001,Farm 1
284,7,27.5,47,18-01-2022 10:51,NITSL001,Farm 1
285,7,27.5,47.1,18-01-2022 10:51,NITSL001,Farm 1
286,7,27.5,47.2,18-01-2022 10:51,NITSL001,Farm 1
287,7,27.5,47.1,18-01-2022 10:51,NITSL001,Farm 1
288,7,27.5,47.2,18-01-2022 10:51,NITSL001,Farm 1
289,7,27.5,47.1,18-01-2022 10:51,NITSL001,Farm 1
290,7,27.5,47.1,18-01-2022 10:51,NITSL001,Farm 1
291,7,27.5,47,18-01-2022 10:51,NITSL001,Farm 1
292,7,27.5,47.2,18-01-2022 10:51,NITSL001,Farm 1
293,7,27.5,47.2,18-01-2022 10:51,NITSL001,Farm 1
294,7,27.5,47.2,18-01-2022 10:51,NITSL001,Farm 1
295,7,27.5,47.1,18-01-2022 10:51,NITSL001,Farm 1
296,7,27.5,47.2,18-01-2022 10:52,NITSL001,Farm 1
297,7,27.5,47.1,18-01-2022 10:52,NITSL001,Farm 1
298,7,27.5,47.2,18-01-2022 10:52,NITSL001,Farm 1
299,7,27.5,46.9,18-01-2022 10:52,NITSL001,Farm 1
300,7,27.5,47,18-01-2022 10:52,NITSL001,Farm 1
301,7,27.5,46.9,18-01-2022 10:52,NITSL001,Farm 1
302,7,27.5,47.2,18-01-2022 10:52,NITSL001,Farm 1
303,7,27.5,47.2,18-01-2022 10:52,NITSL001,Farm 1
304,7,27.5,47.1,18-01-2022 10:52,NITSL001,Farm 1
305,7,27.5,47.1,18-01-2022 10:52,NITSL001,Farm 1
306,7,27.5,47.2,18-01-2022 10:52,NITSL001,Farm 1
307,7,27.5,47.2,18-01-2022 10:53,NITSL001,Farm 1
308,7,27.5,47,18-01-2022 10:53,NITSL001,Farm 1
309,7,27.5,47.2,18-01-2022 10:53,NITSL001,Farm 1
310,7,27.5,47.1,18-01-2022 10:53,NITSL001,Farm 1
311,7,27.5,47.1,18-01-2022 10:53,NITSL001,Farm 1
312,7,27.5,47.2,18-01-2022 10:53,NITSL001,Farm 1
313,7,27.5,47,18-01-2022 10:53,NITSL001,Farm 1
314,7,27.5,46.9,18-01-2022 10:53,NITSL001,Farm 1
315,7,27.5,47.1,18-01-2022 10:53,NITSL001,Farm 1
316,7,27.5,47,18-01-2022 10:53,NITSL001,Farm 1
317,7,27.5,46.9,18-01-2022 10:53,NITSL001,Farm 1
318,7,27.5,47.2,18-01-2022 10:54,NITSL001,Farm 1
319,7,27.5,47.2,18-01-2022 10:54,NITSL001,Farm 1
320,7,27.5,47.2,18-01-2022 10:54,NITSL001,Farm 1
321,7,27.5,47.1,18-01-2022 10:54,NITSL001,Farm 1
322,7,27.5,47,18-01-2022 10:54,NITSL001,Farm 1
323,7,27.5,47.2,18-01-2022 10:54,NITSL001,Farm 1
324,7,27.5,47.2,18-01-2022 10:54,NITSL001,Farm 1
325,7,27.5,47.1,18-01-2022 10:54,NITSL001,Farm 1
326,7,27.5,47,18-01-2022 10:54,NITSL001,Farm 1
327,7,27.5,47,18-01-2022 10:54,NITSL001,Farm 1
328,7,27.5,47.2,18-01-2022 10:54,NITSL001,Farm 1
329,7,27.5,47,18-01-2022 10:54,NITSL001,Farm 1
330,7,27.5,46.9,18-01-2022 10:55,NITSL001,Farm 1
331,7,27.5,47.2,18-01-2022 10:55,NITSL001,Farm 1
332,7,27.5,47.3,18-01-2022 10:55,NITSL001,Farm 1
333,7,27.5,47,18-01-2022 10:55,NITSL001,Farm 1
334,7,27.5,47.1,18-01-2022 10:55,NITSL001,Farm 1
335,7,27.5,47,18-01-2022 10:55,NITSL001,Farm 1
336,7,27.5,47.1,18-01-2022 10:55,NITSL001,Farm 1
337,7,27.5,46.9,18-01-2022 10:55,NITSL001,Farm 1
338,7,27.5,46.8,18-01-2022 10:55,NITSL001,Farm 1
339,7,27.5,47.2,18-01-2022 10:55,NITSL001,Farm 1
340,7,27.5,47.1,18-01-2022 10:55,NITSL001,Farm 1
341,7,27.5,47,18-01-2022 10:56,NITSL001,Farm 1
342,7,27.5,47,18-01-2022 10:56,NITSL001,Farm 1
343,7,27.5,47.2,18-01-2022 10:56,NITSL001,Farm 1
344,7,27.5,47,18-01-2022 10:56,NITSL001,Farm 1
345,7,27.5,47.1,18-01-2022 10:56,NITSL001,Farm 1
346,7,27.5,47.2,18-01-2022 10:56,NITSL001,Farm 1
347,7,27.5,47.1,18-01-2022 10:56,NITSL001,Farm 1
348,7,27.5,47.2,18-01-2022 10:56,NITSL001,Farm 1
349,7,27.5,46.9,18-01-2022 10:56,NITSL001,Farm 1
350,7,27.5,47.1,18-01-2022 10:56,NITSL001,Farm 1
351,7,27.5,47.2,18-01-2022 10:56,NITSL001,Farm 1
352,7,27.5,47.2,18-01-2022 10:56,NITSL001,Farm 1
353,7,27.5,47.2,18-01-2022 10:57,NITSL001,Farm 1
354,7,27.5,47,18-01-2022 10:57,NITSL001,Farm 1
355,7,27.5,47.2,18-01-2022 10:57,NITSL001,Farm 1
356,7,27.5,47,18-01-2022 10:57,NITSL001,Farm 1
357,7,27.5,47,18-01-2022 10:57,NITSL001,Farm 1
358,7,27.5,47,18-01-2022 10:57,NITSL001,Farm 1
359,7,27.5,47.2,18-01-2022 10:57,NITSL001,Farm 1
360,7,27.5,47,18-01-2022 10:57,NITSL001,Farm 1
361,7,27.5,47.2,18-01-2022 10:57,NITSL001,Farm 1
362,7,27.5,47.1,18-01-2022 10:57,NITSL001,Farm 1
363,7,27.5,47,18-01-2022 10:57,NITSL001,Farm 1
364,7,27.5,46.9,18-01-2022 10:58,NITSL001,Farm 1
365,7,27.5,47.1,18-01-2022 10:58,NITSL001,Farm 1
366,7,27.5,47,18-01-2022 10:58,NITSL001,Farm 1
367,7,27.5,47,18-01-2022 10:58,NITSL001,Farm 1
368,7,27.5,46.9,18-01-2022 10:58,NITSL001,Farm 1
369,7,27.5,47.1,18-01-2022 10:58,NITSL001,Farm 1
370,7,27.5,47,18-01-2022 10:58,NITSL001,Farm 1
371,7,27.5,47.2,18-01-2022 10:58,NITSL001,Farm 1
372,7,27.5,47,18-01-2022 10:58,NITSL001,Farm 1
373,7,27.5,47.2,18-01-2022 10:58,NITSL001,Farm 1
374,7,27.5,47.1,18-01-2022 10:58,NITSL001,Farm 1
375,7,27.5,47.2,18-01-2022 10:58,NITSL001,Farm 1
376,7,27.5,47.1,18-01-2022 10:59,NITSL001,Farm 1
377,7,27.5,47,18-01-2022 10:59,NITSL001,Farm 1
378,7,27.5,47.1,18-01-2022 10:59,NITSL001,Farm 1
379,7,27.5,47.2,18-01-2022 10:59,NITSL001,Farm 1
380,7,27.5,47.1,18-01-2022 10:59,NITSL001,Farm 1
381,7,27.5,47.2,18-01-2022 10:59,NITSL001,Farm 1
382,7,27.5,47.1,18-01-2022 10:59,NITSL001,Farm 1
383,7,27.5,47.2,18-01-2022 10:59,NITSL001,Farm 1
384,7,27.5,47,18-01-2022 10:59,NITSL001,Farm 1
385,7,27.5,47.2,18-01-2022 10:59,NITSL001,Farm 1
386,7,27.5,47.1,18-01-2022 10:59,NITSL001,Farm 1
387,7,27.5,47,18-01-2022 10:59,NITSL001,Farm 1
388,7,27.5,46.7,18-01-2022 11:00,NITSL001,Farm 1
389,7,27.5,46.9,18-01-2022 11:00,NITSL001,Farm 1
390,7,27.5,46.9,18-01-2022 11:00,NITSL001,Farm 1
391,7,27.5,47.1,18-01-2022 11:00,NITSL001,Farm 1
392,7,27.5,46.9,18-01-2022 11:00,NITSL001,Farm 1
393,7,27.5,47,18-01-2022 11:00,NITSL001,Farm 1
394,7,27.5,47.2,18-01-2022 11:00,NITSL001,Farm 1
395,7,27.5,47.1,18-01-2022 11:00,NITSL001,Farm 1
396,7,27.5,47.2,18-01-2022 11:00,NITSL001,Farm 1
397,7,27.5,46.9,18-01-2022 11:00,NITSL001,Farm 1
398,7,27.5,46.9,18-01-2022 11:00,NITSL001,Farm 1
399,7,27.5,47.1,18-01-2022 11:00,NITSL001,Farm 1
400,7,27.5,47,18-01-2022 11:01,NITSL001,Farm 1
401,7,27.5,47,18-01-2022 11:01,NITSL001,Farm 1
402,7,27.5,47,18-01-2022 11:01,NITSL001,Farm 1
403,7,27.5,47,18-01-2022 11:01,NITSL001,Farm 1
